2026-02-01 22:03:24.268 [INFO] [EVT] Session Started
2026-02-01 22:03:24.268 [INFO] [EVT] Client Connected: ('127.0.0.1', 59106)
2026-02-01 22:03:24.268 [WARN] [CMD] Unknown(0x12)        | CDB: 12 00 00 00 24 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:12.619 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:12.620 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:12.661 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:12.662 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:12.855 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:12.856 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:12.897 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:12.898 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:13.092 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:13.093 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:13.134 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:13.135 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:13.329 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:13.330 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:13.371 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:13.372 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:13.567 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:13.568 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:13.609 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:13.610 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:13.803 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:13.804 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:13.845 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:13.846 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:14.039 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:14.040 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:14.081 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:14.082 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:14.276 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:14.277 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:14.318 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:14.319 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:14.513 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:14.514 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:14.555 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:14.556 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:14.750 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:14.751 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:14.792 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:14.793 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:14.987 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:14.988 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:15.029 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:15.030 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:15.224 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:15.225 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:15.266 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:15.267 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:15.461 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:15.462 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:15.503 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:15.504 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:15.698 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:15.699 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:15.740 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:15.741 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:15.935 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:15.936 [WARN] [RES] Unknown(0xDE)        | CDB: DE 06 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:15.977 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:15.978 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:16.172 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:16.173 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:16.214 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:16.215 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:16.408 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:16.409 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:16.450 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:16.451 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:16.646 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:16.647 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:16.688 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:16.689 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:16.884 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:16.885 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:16.926 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:16.927 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:17.120 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:17.121 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:17.162 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:17.163 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:17.357 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:17.358 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:17.399 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:17.400 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:17.594 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:17.595 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:17.636 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:17.637 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:17.830 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:17.831 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:17.872 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:17.873 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:18.067 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:18.068 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:18.109 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:18.110 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:18.304 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:18.305 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:18.346 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:18.347 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:18.541 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:18.542 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:18.583 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:18.584 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:18.777 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:18.778 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:18.819 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:18.820 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:19.013 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:19.014 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:19.055 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:19.056 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:19.249 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:19.250 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:19.291 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:19.292 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:19.485 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:19.486 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:19.527 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:19.528 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:19.722 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:19.723 [WARN] [RES] Unknown(0xDE)        | CDB: DE 07 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:19.764 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:19.765 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:19.959 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:19.960 [WARN] [RES] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:20.001 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:20.002 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:20.196 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:20.197 [WARN] [RES] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:20.238 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:20.239 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:20.432 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:20.433 [WARN] [RES] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:20.474 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:20.475 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:20.669 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:20.670 [WARN] [RES] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:20.711 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:20.712 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:20.905 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:20.906 [WARN] [RES] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:20.947 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:20.948 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:21.141 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:21.142 [WARN] [RES] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:21.183 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:21.184 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:21.377 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:21.378 [WARN] [RES] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:21.420 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
2026-02-01 22:04:21.421 [WARN] [RES] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:21.614 [WARN] [CMD] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: [Empty] -> Status=0
2026-02-01 22:04:21.615 [WARN] [RES] Unknown(0xDE)        | CDB: DE 08 00 00 18 00    | DATA: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -> Status=1
2026-02-01 22:04:21.656 [WARN] [CMD] Unknown(0xFA)        | CDB: FA 00 00 00 00 00 00 00 06 00 | DATA: [Empty] -> Status=0
